20241224	21:05:31	e80f1de0-43b8-4611-8470-d55a01dc0896	/	GET
20241224	21:07:38	4aca8212-4091-472a-9c5d-57ec2440df41	/package.json	GET
20250103	23:02:47	fd5b4de8-0215-4a46-8f42-97cb459c1611	GET	undefined	/employee/6778b2082be70e28b40271dc20250103
20250103	23:03:12	5cf451ab-8bae-4089-a65b-537c1ba159cd	GET	undefined	/employees
20250103	23:03:19	f4ca21cb-ad3e-4edc-9a63-5eaad8ce8541	POST	undefined	/auth
20250103	23:03:32	88043494-1856-44cc-8a1c-83c844c16fc2	GET	undefined	/employees
20250103	23:03:48	c70ebc0a-1731-46b9-8b6f-ae120b186c1c	POST	undefined	/auth
20250103	23:04:12	2b6921f0-511e-4ffc-88fd-3c82b5fee97b	GET	undefined	/employee/6778b2082be70e28b40271dc
20250103	23:04:21	8e93f1ae-e11d-499f-9e23-c8e221431fb0	GET	undefined	/employees/6778b2082be70e28b40271dc
20250103	23:04:26	7aeefd47-3f59-4e01-a289-53744e4a10fa	POST	undefined	/auth
20250103	23:04:33	0294b18b-1265-4fee-9d98-f8919f788a7d	GET	undefined	/employees/6778b2082be70e28b40271dc
20250103	23:05:21	578df439-2031-4eda-8780-42efc3611646	POST	undefined	/auth
20250103	23:07:01	a76f3ce2-2a0d-4a8b-ab2c-4f5ec8a7c0e6	PUT	undefined	/auth
20250103	23:07:06	c1a7a545-6992-4eb4-bbab-4be8efb177eb	POST	undefined	/auth
20250103	23:16:47	1200acae-efe3-42cd-90b1-753e7170cbf9	POST	undefined	/auth
20250103	23:18:09	d098c144-6eea-4f01-b218-8be66758ec50	POST	undefined	/auth
20250103	23:18:18	4b606d9c-5a2f-4c79-9694-e892fda9f8c0	GET	undefined	/employees
20250103	23:18:46	ad7ee122-d5e1-4aee-bc9d-b37a5a7f41da	POST	undefined	/auth
20250103	23:18:55	cc7957a5-bf3c-4e5a-b017-e383dfa314f5	PUT	undefined	/employees
20250103	23:19:00	a283415b-82eb-4ad4-b0bb-d087d456f223	PUT	undefined	/employees
20250103	23:20:03	bbbfcfb1-db2b-4e06-b3b9-ef0dea8137e2	POST	undefined	/auth
20250103	23:20:13	7658bc82-d662-449b-826c-1d09b904a10e	POST	undefined	/employees
20250103	23:20:31	906e7c31-e000-4793-b074-6ae5fff82a38	POST	undefined	/auth
20250103	23:21:04	dc2332a3-5f9b-4f51-93ac-c220a6c6a7db	DELETE	undefined	/employees
20250103	23:21:07	0791084e-78e8-473f-81d9-0f2050e58a7c	POST	undefined	/auth
20250103	23:21:16	ca3b2961-43f8-4b72-ba58-47ab35d01365	DELETE	undefined	/employees
20250103	23:21:23	7307bd01-844e-40c3-b69a-7f91a1d972f1	GET	undefined	/employees
